company,risk_category,sentence
caterpillar,market_risk,"Cat Financial has also agreed under certain of these agreements
Table of Contents
not to exceed a certain leverage ratio (consolidated debt to consolidated net worth, calculated (1) on a monthly basis as the average of the leverage ratios determined on the last day of each of the six preceding calendar months and (2) at each December 31), to maintain a minimum interest coverage ratio (calculated as (1) profit excluding income taxes, interest expense and net gain (loss) from interest rate derivatives to (2) interest expense calculated at the end of each fiscal quarter for the prior four consecutive fiscal quarter period) and not to terminate, amend or modify its support agreement with us."
caterpillar,market_risk,"We employ a liability-driven investment strategy, where the interest rate sensitivity of the pension investments and pension obligations are aligned to reduce funded status volatility."
caterpillar,credit_risk,"Economic uncertainties could affect customer demand for the Company’s products and services, the value of the equipment financed or leased, the demand for financing and the financial condition and credit risk of our dealers and customers."
caterpillar,credit_risk,"Market volatility, changes in counterparty credit risk, the impact of government intervention in financial markets and general economic conditions may also adversely impact our ability to access capital and credit markets to fund operating needs."
caterpillar,credit_risk,"Market disruption and volatility may also lead to numerous risks in connection with these events, including but not limited to:
•
Market developments that may affect customer confidence levels and cause declines in the demand for financing and adverse changes in payment patterns, causing increases in delinquencies and default rates, which could increase Cat Financial’s write-offs and provision for credit losses."
caterpillar,credit_risk,Inherent in the operation of Cat Financial is the credit risk associated with its customers.
caterpillar,operational_risk,We use a variety of agreements with suppliers to protect our intellectual property and processes to monitor and mitigate risks of the supply base causing a business disruption.
caterpillar,operational_risk,"OPERATIONAL RISKS
The success of our business depends on our ability to develop, produce and market quality products that meet our customers’ needs."
caterpillar,operational_risk,"Risks associated with our past or future acquisitions also include the following:
•
the failure to achieve the acquisition's revenue or profit forecast;
•
the business culture of the acquired business may not match well with our culture;
•
technological and product synergies, economies of scale and cost reductions may not occur as expected;
•
unforeseen expenses, delays or conditions may be imposed upon the acquisition, including due to required regulatory approvals or consents;
•
we may acquire or assume unexpected liabilities or be subject to unexpected penalties or other enforcement actions;
•
faulty assumptions may be made regarding the macroeconomic environment or the integration process;
•
unforeseen difficulties may arise in integrating operations, processes and systems;
•
higher than expected investments may be required to implement necessary compliance processes and related systems, including information technology systems, accounting systems and internal controls over financial reporting;
•
we may fail to retain, motivate and integrate key management and other employees of the acquired business;
•
higher than expected costs may arise due to unforeseen changes in tax, trade, environmental, labor, safety, payroll or pension policies in any jurisdiction in which the acquired business conducts its operations; and
Table of Contents
•
we may experience problems in retaining customers and integrating customer bases."
caterpillar,regulatory_risk,"The State of Missouri acts as the lead regulatory authority and monitors Caterpillar Insurance Company’s financial status to ensure that it is in compliance with minimum solvency requirements, as well as other financial ratios prescribed by the National Association of Insurance Commissioners."
caterpillar,regulatory_risk,"The State of Missouri acts as the lead regulatory authority, and it monitors the financial status to ensure that it is in compliance with minimum solvency requirements, as well as other financial ratios prescribed by the National Association of Insurance Commissioners."
caterpillar,regulatory_risk,The Bermuda Monetary Authority is responsible for monitoring compliance with solvency requirements and requires an Annual Financial Filing for this purpose.
caterpillar,regulatory_risk,"In addition to governing our manufacturing and other operations, these laws often impact the development of our products, including, but not limited to, required compliance with air emissions standards applicable to internal combustion engines."
caterpillar,regulatory_risk,"Failure to continue to deliver high quality, innovative, competitive products to the marketplace, to adequately protect our intellectual property rights; to supply products that meet applicable regulatory requirements, including engine exhaust emission requirements or to predict market demands for, or gain market acceptance of, our products, could have a negative impact on our business, results of operations and financial condition."
caterpillar,regulatory_risk,"In addition, data we collect, store and process are subject to a variety of U.S. and international laws and regulations, such as the European Union's General Data Protection Regulation and the California Consumer Privacy Act, which may carry significant potential penalties for noncompliance."
caterpillar,regulatory_risk,LEGAL & REGULATORY RISKS
caterpillar,regulatory_risk,"These include U.S. regulations issued by Customs and Border Protection, the Bureau of Industry and Security, the Office of Antiboycott Compliance, the Directorate of Defense Trade Controls and the Office of Foreign Assets Control, as well as the counterparts of these agencies in other countries."
caterpillar,regulatory_risk,"We cannot predict the nature, scope or effect of future regulatory requirements to which our operations might be subject."
caterpillar,regulatory_risk,We are subject to a variety of legal proceedings and legal compliance risks in virtually every part of the world.
caterpillar,regulatory_risk,"The global and diverse nature of our operations means that legal and compliance risks will continue to exist and additional legal proceedings and other contingencies, the outcome of which cannot be predicted with certainty, may arise from time to time."
caterpillar,regulatory_risk,"As a result, Cat Financial has become and could continue to become subject to additional regulatory costs that could be significant
and have an adverse effect on Cat Financial
’
s and our results of operations and financial condition."
caterpillar,regulatory_risk,"Table of Contents
We are subject to stringent environmental laws and regulations that impose significant compliance costs."
caterpillar,regulatory_risk,"The potential liabilities, sanctions, damages and remediation efforts related to any non-compliance with such laws and regulations could negatively impact our ability to conduct our operations and our financial condition and results of operations."
caterpillar,regulatory_risk,"Changes in environmental and climate change laws or regulations, including laws relating to greenhouse gas emissions, could lead to new or additional investment in product designs and could increase environmental compliance expenditures."
caterpillar,regulatory_risk,"If environmental laws or regulations are either changed or adopted and impose significant operational restrictions and compliance requirements upon us or our products, they could negatively impact our reputation, business, capital expenditures, results of operations, financial condition and competitive position."
caterpillar,competitive_risk,"From time to time, the intensity of competition results in price discounting in a particular industry or region."
caterpillar,liquidity_risk,Central banks and other policy arms of many countries may take actions to vary the amount of liquidity and credit available in an economy.
caterpillar,liquidity_risk,"The impact from a change in liquidity and credit policies could negatively affect the customers and markets we serve or our suppliers, create supply chain inefficiencies and could adversely impact our business, results of operations and financial condition."
caterpillar,liquidity_risk,"Such prior events, to date, have not had a material impact on our financial condition, results of operations or liquidity."
caterpillar,liquidity_risk,"FINANCIAL RISKS
Disruptions or volatility in global financial markets could limit our sources of liquidity, or the liquidity of our customers, dealers and suppliers."
caterpillar,liquidity_risk,"Continuing to meet our cash requirements over the long-term requires substantial liquidity and access to varied sources of funds, including capital and credit markets."
caterpillar,liquidity_risk,"Global or regional economic downturns could cause financial markets to decrease the availability of liquidity, credit and credit capacity for certain issuers, including certain customers, dealers and suppliers."
caterpillar,liquidity_risk,"If capital and credit market volatility occurs, customers’ liquidity may decline which, in turn, would reduce their ability to purchase our products."
caterpillar,liquidity_risk,"Failure to maintain our credit ratings could increase our cost of borrowing and could adversely affect our cost of funds, liquidity, competitive position and access to capital markets."
caterpillar,liquidity_risk,"A downgrade of our credit rating by any of the major credit rating agencies could result in increased borrowing costs and could adversely affect Caterpillar’s and Cat Financial’s liquidity, competitive position and access to the capital markets, including restricting, in whole or in part, access to the commercial paper market."
caterpillar,liquidity_risk,"Continuing to meet Cat Financial's cash requirements over the long-term could require substantial liquidity and access to sources of funds, including capital and credit markets."
caterpillar,liquidity_risk,"If global economic conditions were to deteriorate, Cat Financial could face materially higher financing costs, become unable to access adequate funding to operate and grow its business and/or meet its debt service obligations as they mature."
caterpillar,liquidity_risk,Cat Financial also could be required to draw upon contractually committed lending agreements and/or seek other funding sources.
caterpillar,liquidity_risk,"However, there can be no assurance that such agreements and other funding sources would be sufficient or even available under extreme market conditions."
caterpillar,liquidity_risk,"•
Cat Financial’s ability to engage in routine funding transactions or to borrow from other financial institutions on acceptable terms or at all could be adversely affected by disruptions in the capital markets or other events, including actions by rating agencies and deteriorating investor expectations."
caterpillar,liquidity_risk,We maintain a number of credit facilities to support general corporate purposes (facilities) and have issued debt securities to manage liquidity and fund operations (debt securities).
caterpillar,liquidity_risk,Sustained increases in funding obligations under our pension plans may impair our liquidity or financial condition.
caterpillar,liquidity_risk,"We maintain certain defined benefit pension plans for our employees, which impose on us certain funding obligations."
caterpillar,cybersecurity_risk,"Information technology security threats -- from user error to cybersecurity attacks designed to gain unauthorized access to our systems, networks and data -- are increasing in frequency and sophistication."
caterpillar,cybersecurity_risk,"Cybersecurity attacks from threat actors globally range from random attempts to coordinated and targeted attacks, including sophisticated computer crime and advanced persistent threats."
caterpillar,cybersecurity_risk,"Cybersecurity attacks could also include attacks targeting customer data or the security, integrity and/or reliability of the hardware and software installed in our products."
caterpillar,cybersecurity_risk,"We have experienced cybersecurity threats and vulnerabilities in our systems and those of our third party providers, and we have experienced viruses and attacks targeting our information technology systems and networks."
caterpillar,cybersecurity_risk,"However, the potential consequences of a future material cybersecurity attack include reputational damage, litigation with third parties, government enforcement actions, penalties, disruption to systems, unauthorized release of confidential or otherwise protected information, corruption of data, diminution in the value of our investment in research, development and engineering, and increased cybersecurity protection and remediation costs, which in turn could adversely affect our competitiveness, results of operations and financial condition."
caterpillar,cybersecurity_risk,"Further, the amount of insurance coverage we maintain may be inadequate to cover claims or liabilities relating to a cybersecurity attack."
accenture,credit_risk,"These include risks related to counterparty performance under hedging contracts, risks related to ineffective hedges and risks related to currency fluctuations."
accenture,operational_risk,Risks in this section are grouped in the following categories: (1) Business Risks; (2) Financial Risks; (3) Operational Risks; and (4) Legal and Regulatory Risks.
accenture,operational_risk,"However, our corporate reputation is susceptible to material damage by events such as disputes with clients or competitors, cybersecurity incidents or service outages, internal control deficiencies, delivery or solution failures, compliance violations, government investigations or legal proceedings."
accenture,operational_risk,"Operational Risks
As a result of our geographically diverse operations and our strategy to continue to grow in our key markets around the world, we are more susceptible to certain risks."
accenture,operational_risk,"Concentrating our delivery capability in these locations presents a number of operational risks, including those discussed in this risk factor, many of which are beyond our control and which have been and may in the future be exacerbated by increasing geopolitical tensions."
accenture,operational_risk,"While these events have not materially impacted our ability to deliver services to our clients, international conflicts are unpredictable and we might not be as successful in mitigating these operational risks in the future."
accenture,operational_risk,"The size and scope of our operations increase the possibility that we will have employees who engage in unlawful or fraudulent activity, or otherwise expose us to unacceptable business risks, despite our efforts to train them and maintain internal controls to prevent such instances."
accenture,operational_risk,"This lesser degree of control may expose us to additional reputational, financial, legal, compliance or operational risks."
accenture,operational_risk,"We could be subject to significant legal liability and litigation expense if we fail to meet our contractual obligations, contribute to internal control or other deficiencies of a client or otherwise breach obligations to third parties, including clients, ecosystem partners, employees and former employees, and other parties with whom we conduct business, or if our subcontractors breach or dispute the terms of our agreements with them and impede our ability to meet our obligations to our clients, or if our services or solutions cause bodily injuries to our people, clients, or the public or property damage."
accenture,operational_risk,The inherent limitations of internal controls may not prevent or detect all improper or illegal activities.
accenture,regulatory_risk,"As we expand our services and solutions into these new areas, we may be exposed to operational, legal, regulatory, ethical, technological and other risks specific to such new areas, which may negatively affect our reputation and demand for our services and solutions."
accenture,regulatory_risk,"Risks and uncertainties related to the development and use of AI could harm our business, damage our reputation or give rise to legal or regulatory action."
accenture,regulatory_risk,"Moreover, the use of AI may give rise to risks related to harmful content, accuracy, bias, intellectual property infringement or misappropriation, defamation, data privacy, cybersecurity and health and safety, among others, and also bring the possibility of new or enhanced governmental
Table of Contents
ACCENTURE
2024 FORM 10-K
Item 1A. Risk Factors
or regulatory scrutiny, litigation or other legal liability, or ethical concerns that could adversely affect our business, reputation, or financial results."
accenture,regulatory_risk,"Several jurisdictions where we operate are considering or have proposed or enacted legislation and policies regulating AI and non-personal data, such as the European Union’s AI Act and the U.S.’s Executive Order on AI."
accenture,regulatory_risk,"We are subject to numerous laws and regulations designed to protect this information, including privacy and cybersecurity laws such as the European Union’s General Data Protection Regulation (“GDPR”), the United Kingdom’s GDPR, U.S. states’ recent comprehensive privacy legislation, as well as various other U.S. federal and state laws governing the protection of privacy, health or other personally identifiable information and data privacy and cybersecurity laws in other regions, and related contractual obligations."
accenture,regulatory_risk,"These laws and regulations continue to evolve, are increasing in complexity and number and increasingly conflict among the various countries in which we operate, which has resulted in greater compliance risk and cost for us."
accenture,regulatory_risk,"Various privacy laws impose compliance obligations regarding the handling of personal data, including localization of data and the cross-border transfer of data, and significant financial penalties for noncompliance."
accenture,regulatory_risk,"For example, failure to comply with the GDPR may lead to regulatory enforcement actions, which can result in monetary penalties of up to 4% of worldwide revenue, orders to discontinue certain data processing operations, civil lawsuits, or reputational damage."
accenture,regulatory_risk,"If any person, including any of our employees, negligently disregards or intentionally breaches our established controls with respect to client, third-party or Accenture data, or otherwise mismanages or misappropriates that data, we could be subject to significant litigation, monetary damages, regulatory enforcement actions, fines and/or criminal prosecution in one or more jurisdictions."
accenture,regulatory_risk,"The European Commission has been conducting investigations, focusing on whether local country tax rulings or tax legislation provides preferential tax treatment that violates European Union state aid rules."
accenture,regulatory_risk,"We cannot predict the impact to our income taxes of future OECD guidance and interpretations, related local country tax legislation, and local challenges to our Pillar Two positions."
accenture,regulatory_risk,"For example, employee misconduct could involve the improper use of sensitive or confidential information entrusted to us, or obtained inappropriately, or the failure to comply with legislation or regulations regarding the protection of sensitive or confidential information, including personal data and proprietary information."
accenture,regulatory_risk,"In addition, we may fail to identify or adequately assess the magnitude of certain liabilities, shortcomings or other circumstances prior to acquiring, investing in or partnering with a company, including potential exposure to regulatory sanctions or liabilities resulting from an acquisition target’s previous activities, or from an acquisition’s controls related to financial reporting, disclosure, and cyber and information security environment."
accenture,regulatory_risk,"If any of these circumstances occurs, they could result in unexpected regulatory or legal exposure, including litigation with new or existing clients, unfavorable accounting treatment,
Table of Contents
ACCENTURE
2024 FORM 10-K
Item 1A. Risk Factors
unexpected increases in taxes or other adverse effects on our relationships with clients and our business."
accenture,regulatory_risk,"After reaching an agreement with a buyer for the disposition of a business, the transaction may be subject to the satisfaction of pre-closing conditions, including obtaining necessary regulatory and government approvals, which, if not satisfied or obtained, may prevent us from completing the transaction."
accenture,regulatory_risk,"Legal and Regulatory Risks
Our business could be materially adversely affected if we incur legal liability."
accenture,regulatory_risk,"Our business is subject to the risk of litigation involving current and former employees, clients, ecosystem partners, subcontractors, suppliers, competitors, shareholders, government agencies or others through private actions, class actions, whistleblower claims, administrative proceedings, regulatory actions or other litigation."
accenture,regulatory_risk,"For example, by taking over the operation of certain portions of our clients’ businesses, including functions and systems that are critical to the core businesses of our clients, by contributing to the design, development, manufacturing and/or engineering of client products, or by providing various operational technology, digital manufacturing and robotics or other industrial automation equipment solutions, and advisory, management and engineering services for infrastructure projects, we may be exposed to additional and evolving operational, regulatory, reputational or other risks specific to these areas, including risks related to data security, product liability, health and safety, hazardous materials and other environmental risks."
accenture,regulatory_risk,"Our global operations expose us to numerous and sometimes conflicting legal and regulatory requirements, and violation of these regulations could harm our business."
accenture,regulatory_risk,"We are subject to numerous, changing, and sometimes conflicting, legal regimes on matters as diverse as anticorruption, import/export controls, content requirements, trade restrictions, tariffs, taxation, sanctions, immigration, internal and disclosure control obligations, securities regulation, including ESG regulation and reporting requirements, anti-competition, anti-money-laundering, data privacy and protection, government compliance, wage-and-hour standards, employment and labor relations, product liability, health and safety, environmental, human rights and AI regulations, such as the European Union’s AI Act."
accenture,regulatory_risk,"The global nature of our operations and supply chains, including emerging markets where legal systems may be less developed or understood by us, and the diverse nature of our operations across a number of regulated industries, further increase the difficulty of compliance."
accenture,regulatory_risk,"Compliance with diverse legal requirements is costly, time-consuming and requires significant resources."
accenture,regulatory_risk,"Our employees, subcontractors, vendors, agents, alliance or joint venture partners, the companies we acquire and their employees, subcontractors, vendors and agents, and other third parties with which we associate, could take actions that violate policies or procedures designed to promote legal and regulatory compliance or applicable anticorruption laws or regulations."
accenture,regulatory_risk,"Increasing focus on ESG matters has resulted in, and is expected to continue to result in, the adoption of legal and regulatory requirements designed to mitigate the effects of climate change on the environment, as well as legal and regulatory requirements requiring climate, human rights and supply chain-related disclosures."
accenture,regulatory_risk,"If new laws or regulations are more stringent than current legal or regulatory requirements, we may experience increased compliance burdens and costs to meet such obligations."
accenture,regulatory_risk,"Examples of such risks include: (1) the availability and cost of low- or non-carbon-based energy sources and technologies and the ability of our suppliers to harness new technologies to reduce emissions; (2) evolving regulatory requirements affecting ESG standards or disclosures; (3) the availability of suppliers that can meet our sustainability, diversity and other standards; and (4) our ability to recruit, develop, and retain sufficient diverse talent."
accenture,regulatory_risk,"These risks include, but are not limited to, the following:
•
Government entities, particularly in the United States, often reserve the right to audit our contract costs and conduct inquiries and investigations of our business practices and compliance with government contract requirements."
accenture,regulatory_risk,"U.S. government agencies, including the Defense Contract Audit Agency, routinely audit our contract costs, including allocated indirect costs, for compliance with the Cost Accounting Standards and the Federal Acquisition Regulation."
accenture,regulatory_risk,"•
U.S. government contracting regulations impose strict compliance and heightened disclosure obligations."
accenture,regulatory_risk,"•
Political and economic factors such as pending elections, the outcome of recent elections, changes in leadership among key executive or legislative decision makers, revisions to governmental tax or other policies and reduced tax revenues can affect the number and terms of new government contracts signed or the speed at which new contracts are signed, decrease future levels of spending and authorizations for programs that we bid, shift spending priorities to programs in areas for which we do not provide services and/or lead to changes in enforcement or how compliance with relevant rules or laws is assessed."
accenture,competitive_risk,"AI technologies are complex and rapidly evolving, and we face significant competition, including from our own clients, who may develop their own internal AI-related capabilities, which can lead to reduced demand for our services or solutions."
accenture,competitive_risk,"There is competition for scarce talent with market-leading skills and capabilities in new technologies, and our people have been directly targeted because of their highly sought-after skills and this will likely continue."
accenture,competitive_risk,"If we are unable to compete successfully, we could lose market share and clients to competitors, which could materially adversely affect our results of operations."
accenture,competitive_risk,"In addition, we may face greater competition due to consolidation of companies in the technology sector through strategic mergers, acquisitions or teaming arrangements."
accenture,competitive_risk,"Competitors may be willing, at times, to take on more risk or price contracts lower than us in an effort to enter the market or increase market share."
accenture,competitive_risk,"The plan aims to prevent the proliferation of separate new digital taxes and to ensure a fairer distribution of profits among countries by creating a new global system to tax income based on the location of users, and to impose a floor on tax competition through the introduction of a global minimum tax."
accenture,competitive_risk,"If we are unable to complete the number and kind of investments for which we plan, or if we are inefficient or unsuccessful at integrating acquired businesses into our operations, we may not be able to achieve our planned rates of growth or improve our market share, profitability or competitive position in specific markets or services."
accenture,liquidity_risk,"While these projects are often planned and executed as multi-year projects, government entities usually reserve the right to change the scope of or terminate these
Table of Contents
ACCENTURE
2024 FORM 10-K
Item 1A. Risk Factors
projects for lack of approved funding and/or at their convenience."
accenture,liquidity_risk,"Furthermore, if insufficient funding is appropriated to the government entity to cover termination costs, we may not be able to fully recover our investments."
accenture,liquidity_risk,"If we are unable to obtain these authorizations from our shareholders, or are otherwise limited by the terms of our authorizations, our ability to issue shares under our equity compensation plans and, if applicable, to facilitate funding acquisitions or otherwise raise capital could be adversely affected."
accenture,cybersecurity_risk,"Unauthorized disclosure or use of, denial of access to, or other incidents involving sensitive or confidential client, vendor, ecosystem partner or Accenture data, whether through systems failure, employee negligence, fraud, misappropriation, or cybersecurity, ransomware or malware attacks, or other intentional or unintentional acts, could damage our reputation and our competitive positioning in the marketplace, disrupt our or our clients’ business, cause us to lose clients and result in significant financial exposure and legal liability."
accenture,cybersecurity_risk,"Cybersecurity threats are constantly expanding and evolving, becoming increasingly sophisticated and complex, increasing the difficulty of detecting and defending against them and maintaining effective security measures and protocols."
accenture,cybersecurity_risk,"Furthermore, acquisitions or joint ventures may result in significant costs and expenses, including those related to retention payments, equity compensation, severance pay, early retirement costs, intangible asset amortization and asset impairment charges, enhancing controls, procedures and policies including those related to financial reporting, disclosure, and cyber and information security, assumed litigation and other liabilities, and legal, accounting and financial advisory fees, which could negatively affect our profitability as these costs and expenses grow along with the increased capital invested in such acquisitions and joint ventures."
pg,credit_risk,"This could include political instability, upheaval or acts of war and the related responses of governments or other entities (including, but not limited to, boycotts in certain regions), broad economic instability or sovereign risk related to a default by or deterioration in the creditworthiness of local governments, particularly in emerging markets."
pg,operational_risk,"Our business could also be negatively impacted if a key customer were to significantly reduce the inventory level of or shelf space allocated to our products as a result of increased offerings of other branded manufacturers, private label brands and generic non-branded products or for other reasons, significantly tighten product delivery windows or experience a significant business disruption."
pg,operational_risk,"Additionally, while we have policies and procedures for managing these relationships, they inherently involve a lesser degree of control over business operations, governance and compliance, thereby potentially increasing our financial, legal, reputational and operational risk."
pg,operational_risk,"Our business is subject to a wide variety of laws and regulations across the countries in which we do business, including those laws and regulations involving intellectual property, product liability, product composition or formulation, manufacturing processes, packaging content or corporate responsibility for packaging and product disposal, marketing, antitrust and competition, privacy, cybersecurity and data protection, artificial intelligence, environmental (including increasing focus on the climate, nature, water and waste impacts of consumer packaged goods companies' operations and products), employment, healthcare, anti-bribery and anti-corruption (including interactions with health care professionals and government officials as well as corresponding internal controls and record-keeping requirements), trade (including tariffs, sanctions and export controls), tax, accounting and financial reporting or other matters."
pg,regulatory_risk,"Changes in geopolitical conditions could also amplify or affect the other risk factors set forth in this Part I, Item 1A, including, but not limited to, foreign exchange volatility, disruptions to the financial and credit markets, energy supply and supply chain disruptions, increased risks of an information security or operational technology incident, cost fluctuations and commodity cost increases and increased costs to ensure compliance with global and local laws and regulations."
pg,regulatory_risk,"The various uses of these IT/OT systems, networks and services include, but are not limited to, ordering and managing materials from suppliers; converting materials to finished products; shipping, marketing and selling products; collecting, transferring, storing and/or processing customer, consumer, employee, vendor, investor and other stakeholder information and personal data, summarizing and reporting results of operations, including financial reporting; managing our banking and other cash liquidity systems and platforms; hosting, processing and sharing, as appropriate, confidential and proprietary research, business plans and financial information; collaborating via an online and efficient means of global business communications; complying with regulatory, legal and tax requirements; providing data security; and handling other processes necessary to manage our business."
pg,regulatory_risk,"If the IT/OT systems, networks or service providers we rely upon fail to function properly or cause operational outages or aberrations, or if we or one of our third-party providers suffer significant unavailability of key operations, or inadvertent disclosure of, lack of integrity of, or loss of our sensitive business or stakeholder information, including personal information, due to any number of causes, including catastrophic events, natural disasters, power outages, computer and telecommunications failures, improper data handling, viruses, phishing attempts, cyber-attacks, malware and ransomware attacks, security breaches, misuse or malicious use of artificial intelligence, security incidents or employee error or malfeasance, and our business continuity plans do not effectively address these failures on a timely basis, we may suffer interruptions in our ability to manage operations and be exposed to reputational, competitive, operational, financial and business harm as well as litigation and regulatory action."
pg,regulatory_risk,"Additionally, we could be exposed to potential liability, litigation, governmental inquiries, reporting requirements, investigations or regulatory enforcement actions; and we could be subject to payment of fines or other penalties, legal claims by our suppliers, customers or employees and significant remediation costs."
pg,regulatory_risk,"If prolonged, such impacts can further increase the difficulty of business or operations planning and may adversely impact our results of operations and cash flows; or
•
Significant changes in the political conditions in markets in which we manufacture, sell or distribute our products, including quarantines, import/export restrictions, price controls, or governmental or regulatory actions, closures or other restrictions that limit or close our operating and manufacturing facilities, restrict our employees’ ability to travel or perform necessary business functions or otherwise prevent our third-party partners, suppliers or customers from sufficiently staffing operations."
pg,regulatory_risk,"LEGAL & REGULATORY RISKS
We must successfully manage compliance with current and expanding laws and regulations, as well as manage new and pending legal and regulatory matters in the U.S. and abroad."
pg,regulatory_risk,"These and other rapidly changing laws, regulations, policies and related interpretations as well as increased enforcement actions by various governmental and regulatory agencies, create challenges for the Company, may alter the environment in which we do business, may increase the ongoing costs and complexities of compliance including by requiring investments in technology or other compliance systems and may ultimately result in the need to cease manufacturing, sales or other business activities in certain jurisdictions, which could adversely impact our results of operations and cash flows."
pg,regulatory_risk,"Failure to successfully manage these new or pending regulatory and legal matters and resolve such matters without significant liability or damage to our reputation may materially adversely impact our financial condition, results of operations and cash flows."
pg,regulatory_risk,"Furthermore, if new or pending legal or regulatory matters result in fines or costs in excess of the amounts accrued to date, that may also materially impact our results of operations and financial position."
pg,regulatory_risk,"For example, in December 2017, the U.S. government enacted comprehensive tax legislation commonly referred to as the Tax Cuts and Jobs Act (the U.S. Tax Act)."
pg,regulatory_risk,"In addition, several non-EU countries have proposed and/or adopted legislation consistent with the global minimum tax framework."
pg,regulatory_risk,"Based on current legislation and available guidance, we do not anticipate the Pillar Two global minimum tax to have a material impact to our financial condition, results of operations, cash flows or effective tax rate in the fiscal year ending June 30, 2025."
pg,competitive_risk,"Therefore, our business results depend, in part, on our continued ability to manage these fluctuations through pricing actions, cost saving projects and sourcing decisions, while maintaining and improving margins and market share."
pg,competitive_risk,"As a result, we experience ongoing competitive pressures in the environments in which we operate, which may result in challenges in maintaining sales and profit margins."
pg,competitive_risk,"Factors that may affect our ability to attract and retain sufficient numbers of qualified employees include employee morale, our reputation, competition from other employers and availability of qualified individuals."
pg,competitive_risk,This includes developing and retaining organizational capabilities in key growth markets where the depth of skilled or experienced employees may be limited and competition for these resources is intense as well as continuing the development and execution of robust leadership succession plans.
pg,liquidity_risk,"See also the Results of Operations and Cash Flow, Financial Condition and Liquidity sections of the MD&A and the Consolidated Financial Statements and related Notes."
pg,liquidity_risk,Disruptions in credit markets or to our banking partners or changes to our credit ratings may reduce our access to credit or overall liquidity.
pg,liquidity_risk,"A disruption in the credit markets or a downgrade of our current credit rating could increase our future borrowing costs and impair our ability to access capital and credit markets on terms commercially acceptable to us, which could adversely affect our liquidity and capital resources or significantly increase our cost of capital."
pg,cybersecurity_risk,"The loss or disruption of such manufacturing and supply arrangements, including for issues such as labor disputes or controversies, loss or impairment of key manufacturing sites, discontinuity or disruptions in our internal information
The Procter & Gamble Company 5
and data systems or those of our suppliers, cybersecurity incidents including but not limited to ransomware attacks, misuse of artificial intelligence and machine learning technologies, inability to procure sufficient raw or input materials (including water, recycled materials and materials that meet our labor standards), significant changes in trade policy, natural disasters, increasing severity or frequency of extreme weather events due to climate change or otherwise, acts of war or terrorism, disease outbreaks or other external factors over which we have no control, have at times interrupted and could, in the future, interrupt product supply and, if not effectively managed and remedied, could have an adverse impact on our business, financial condition, results of operations or cash flows."
pg,cybersecurity_risk,"Our results of operations or cash flows could also be negatively impacted if the Company or one of our brands suffers substantial harm to its reputation due to a significant product recall, product-related litigation, defects or impurities in our products, product misuse, changing consumer perceptions of certain ingredients, negative perceptions of packaging (such as plastic and other petroleum-based materials), lack of recyclability or other environmental attributes, concerns about actual or alleged labor or equality and inclusion practices, privacy failures or data breaches, allegations of product tampering or the distribution and sale of counterfeit products."
pg,cybersecurity_risk,"A significant information security or operational technology incident, including a cybersecurity breach, or the failure of one or more key information or operations technology systems, networks, hardware, processes and/or associated sites involving the Company or one of its service providers could have a material adverse impact on our business or reputation."
pg,cybersecurity_risk,"Numerous and evolving information security threats, including advanced persistent cybersecurity threats, pose a risk to the security of our services, systems, networks and supply chain, as well as the confidentiality, availability and integrity of our data and of our critical business operations."
pg,cybersecurity_risk,"In addition, if a ransomware attack or other cybersecurity incident occurs, either internally or at our third-party providers, we could be prevented from accessing our data or systems, which may cause interruptions or delays in our business operations, cause us to incur remediation costs, subject us to demands to pay a ransom or damage our reputation."
pg,cybersecurity_risk,"If such a new system or technology does not function properly, provides flawed or inaccurate outputs or exposes us to increased cybersecurity breaches and failures, it could affect our ability to order materials, make and ship orders and process payments in addition to other operational and information integrity and loss issues."
